query_language,tier,relation_sides,relevance_grade,title,year,type,type_label,venue,publisher,authors,doi,url,cited_by_count,crawl_query,has_abstract
en,strict,both,B_双边_弱文旅,The role of Sino-Arab film collaboration on cultural diplomacy during the ‘Seventeen Years’,2024,journal-article,期刊论文,Transnational Screens,Informa UK Limited,Ying Huang; Yanling Yang,10.1080/25785273.2024.2375123,https://doi.org/10.1080/25785273.2024.2375123,1,Sino-Arab tourism,False
en,strict,both,A_双边_文旅核心,Trade routes to tourist routes: Assessing Sino-Omani cooperation in tourism development under the Belt and Road Initiative,2024,journal-article,期刊论文,Journal of Infrastructure Policy and Development,EnPress Publisher,Saranjam Baig,10.24294/jipd.v8i9.7016,https://doi.org/10.24294/jipd.v8i9.7016,0,Sino-Arab tourism,True
en,strict,both,B_双边_弱文旅,Translation Challenges Arising from Cultural Differences Between China and the Arab World,2024,journal-article,期刊论文,"Journal of Humanities, Arts and Social Science",Hill Publishing Group Inc.,Da Xu,10.26855/jhass.2024.11.018,https://doi.org/10.26855/jhass.2024.11.018,0,China Arab tourists,False
en,strict,both,A_双边_文旅核心,Translingual Islam: The Perso-Arabic Cosmopolis in China,2024,journal-article,期刊论文,International Journal of Islam in Asia,Walter de Gruyter GmbH,Guangtian Ha,10.1163/25899996-20241067,https://doi.org/10.1163/25899996-20241067,0,China Arabic tourism,True
en,strict,both,B_双边_弱文旅,Algeria’s Strategic Position and Its Implications for the Development of China- Algeria Relations,2023,journal-article,期刊论文,Chinese and Arab Studies,Walter de Gruyter GmbH,Hui Huang; Jing Liu,10.1515/caas-2023-2002,https://doi.org/10.1515/caas-2023-2002,0,China Algeria tourists,True
en,strict,both,A_双边_文旅核心,"Analysis of The Relationships between Korea, China and Japan culture and Muslim tourism demand",2023,journal-article,期刊论文,East Asian Culture and Thought,Institute of Oriental Studies,"Institute of ASEAN Studies, Dong-A Univ.; Do-hoon Kim",10.35203/eact.2023.15.177,https://doi.org/10.35203/eact.2023.15.177,0,China Muslim tourism,False
en,strict,both,A_双边_文旅核心,Beyond Energy Cooperation: People-to-people Exchanges Between China and Saudi Arabia,2023,journal-article,期刊论文,Chinese and Arab Studies,Walter de Gruyter GmbH,Chenghao Cai; Chengzhang Bao,10.1515/caas-2023-2004,https://doi.org/10.1515/caas-2023-2004,0,China Saudi Arabia tourists,True
en,strict,both,A_双边_文旅核心,"China in the Middle East: Foreign Direct Investment, Economic Transformation, and Regional Development",2023,book-chapter,图书章节,Gulf Studies,Springer Nature Singapore,Guanie Lim; Mustafa Yağcı,10.1007/978-981-19-7796-1_32,https://doi.org/10.1007/978-981-19-7796-1_32,2,China Middle East tourism development,True
en,strict,both,A_双边_文旅核心,China's Tourism in the Middle East and North Africa,2023,book-chapter,图书章节,Routledge Companion to China and the Middle East and North Africa,Routledge,April A. Herlevi,10.4324/9781003048404-34,https://doi.org/10.4324/9781003048404-34,2,China Middle East tourism,False
en,strict,both,A_双边_文旅核心,"China, the Arab World, and Silk Road Diplomacy: Towards a New World Order",2023,book-chapter,图书章节,Understanding China,Springer Nature Switzerland,Ramakrushna Pradhan,10.1007/978-3-031-31042-3_12,https://doi.org/10.1007/978-3-031-31042-3_12,0,China Arab tourists,False
en,strict,both,A_双边_文旅核心,China-Arab Energy Cooperation: Construct new Energy Silk Road,2023,journal-article,期刊论文,Asian Journal of Middle Eastern and Islamic Studies,Informa UK Limited,Xuming Qian,10.1080/25765949.2023.2237778,https://doi.org/10.1080/25765949.2023.2237778,2,China Arab tourism,False
en,strict,both,B_双边_弱文旅,China-Arab Relations: Between Official Diplomacy and Civil Diplomacy,2023,journal-article,期刊论文,Chinese and Arab Studies,Walter de Gruyter GmbH,Massoud Daher,10.1515/caas-2023-2006,https://doi.org/10.1515/caas-2023-2006,1,China Arab tourism,True
en,strict,both,B_双边_弱文旅,Chinese Investments in Maritime Sectors of Oman and UAE,2023,journal-article,期刊论文,Policy Perspectives,Pluto Journals,Muhammad Jawad Akhter,10.13169/polipers.20.1.ra5,https://doi.org/10.13169/polipers.20.1.ra5,3,Chinese UAE tourism,True
en,strict,both,A_双边_文旅核心,Egypt in Chinese Media,2023,journal-article,期刊论文,Contemporary Arab Affairs,Walter de Gruyter GmbH,Ahmed Abdelhafiz Mohamed Hassan,10.1163/17550920-bja00013,https://doi.org/10.1163/17550920-bja00013,0,Chinese Egypt tourism,True
en,strict,both,A_双边_文旅核心,Evaluating the Marketing Efforts for Attracting the Chinese Tourists to Egypt,2023,journal-article,期刊论文,International Journal of Tourism and Hospitality Management,Egypts Presidential Specialized Council for Education and Scientific Research,Eslam Nour El-Din; Khaled Abd El-Halim; Mohamed Ezzat,10.21608/ijthm.2023.300836,https://doi.org/10.21608/ijthm.2023.300836,2,China Egypt tourists,False
en,strict,both,A_双边_文旅核心,"Evaluation of Tourism Ecological Security in Guangxi Beibu Gulf Urban Agglomeration, China",2023,book-chapter,图书章节,Advances in Transdisciplinary Engineering,IOS Press,Weiquan Gao; Yuxia Wang,10.3233/atde230333,https://doi.org/10.3233/atde230333,0,China Gulf tourism,True
en,strict,both,A_双边_文旅核心,Formation of Cultural Heritage Through the Interaction Between Chinese and Arab Cultures from a Post-colonial Perspective: Taking Ma Jian as an Example,2023,journal-article,期刊论文,Chinese and Arab Studies,Walter de Gruyter GmbH,Mohsin Farghani,10.1515/caas-2023-030203,https://doi.org/10.1515/caas-2023-030203,0,Chinese Arab cultural heritage,True
en,strict,both,A_双边_文旅核心,"Homeland, magnet, and refuge: Mecca in the travels and imaginaries of Chinese Muslims",2023,journal-article,期刊论文,Modern Asian Studies,Cambridge University Press (CUP),Janice Hyeju Jeong,10.1017/s0026749x23000148,https://doi.org/10.1017/s0026749x23000148,3,Chinese Mecca tourism,True
en,strict,both,B_双边_弱文旅,Identitas Etnis Arab Dan China Di Surabaya,2023,journal-article,期刊论文,Bersatu: Jurnal Pendidikan Bhinneka Tunggal Ika,Universitas Sains dan Teknologi Komputer,Sentit Rustiani,10.51903/bersatu.v1i6.486,https://doi.org/10.51903/bersatu.v1i6.486,0,China Arab tourism,True
en,strict,both,A_双边_文旅核心,Impact of the China-Pakistan Economic Corridor on the China-Europe and China-Middle East trading route selection,2023,journal-article,期刊论文,PLOS ONE,Public Library of Science (PLoS),Khalid Mehmood Alam; Li Xuemei; Saranjam Baig; Faqeer Muhammad; Jingxiao Sun; Muhammad Tariq,10.1371/journal.pone.0288328,https://doi.org/10.1371/journal.pone.0288328,9,China Middle East tourism,True
en,strict,both,B_双边_弱文旅,Islamic-Confucian Synthesis in China,2023,book,图书,The Rowman & Littlefield Publishing Group,The Rowman & Littlefield Publishing Group,,10.5040/9781978734692,https://doi.org/10.5040/9781978734692,0,China Islamic tourism,True
en,strict,both,B_双边_弱文旅,Overseas Chinese in the Middle East and North Africa: Proposing a Research Agenda,2023,journal-article,期刊论文,Chinese and Arab Studies,Walter de Gruyter GmbH,Yuting Wang,10.1515/caas-2023-2005,https://doi.org/10.1515/caas-2023-2005,0,Chinese Middle East tourism,True
en,strict,both,A_双边_文旅核心,Reasons for Arab Cultural Attraction to China: An Analytical Reading,2023,journal-article,期刊论文,Chinese and Arab Studies,Walter de Gruyter GmbH,Rafif Reda Sidawi,10.1515/caas-2023-030204,https://doi.org/10.1515/caas-2023-030204,0,China Arab tourism,True
en,strict,both,B_双边_弱文旅,Sustainable Belt and Road (OBOR) Development,2023,book-chapter,图书章节,Emerging Trends in Sustainable Supply Chain Management and Green Logistics,IGI Global,Sajid Nazir; Zhang Yu,10.4018/978-1-6684-6663-6.ch010,https://doi.org/10.4018/978-1-6684-6663-6.ch010,3,Belt and Road tourism,True
en,strict,both,B_双边_弱文旅,Sustainable Development of Integrated Education in the Context of Globalisation: Case Study of Dubai Chinese School,2023,journal-article,期刊论文,"Journal of Education, Humanities and Social Sciences",Darcy & Roy Press Co. Ltd.,Jinwen Zhu,10.54097/ehss.v20i.11499,https://doi.org/10.54097/ehss.v20i.11499,0,Chinese Dubai tourism,True
en,strict,both,B_双边_弱文旅,The Netherworld in Ancient Egypt and China,2023,book,图书,Bloomsbury Publishing Plc,Bloomsbury Publishing Plc,Mu-chou Poo,10.5040/9780567702029,https://doi.org/10.5040/9780567702029,0,China Egypt tourism,True
en,strict,both,B_双边_弱文旅,The US-Chinese rivalry in the Middle East region after 2013,2023,journal-article,期刊论文,The International and Political Journal,Mustansiriyah University College of Engineering,Prof. Dr. Shatha Zaki Hassan,10.31272/ipj.i56.244,https://doi.org/10.31272/ipj.i56.244,0,Chinese Middle East tourism,True
en,strict,both,A_双边_文旅核心,Timurid Commercial Relations with China,2023,reference-entry,参考条目,Oxford Research Encyclopedia of Asian History,"Oxford University PressNew York, NY",Ralph Kauz,10.1093/acrefore/9780190277727.013.495,https://doi.org/10.1093/acrefore/9780190277727.013.495,0,China Arab relations,True
en,strict,both,B_双边_弱文旅,US-China Economic Rivalry and Prospects for Peace in the Middle East,2023,posted-content,预印本,Elsevier BV,Elsevier BV,Dan Ciuriak,10.2139/ssrn.4397443,https://doi.org/10.2139/ssrn.4397443,0,China Middle East tourism,True
en,strict,both,A_双边_文旅核心,A Review on Halal Medical Tourism,2022,journal-article,期刊论文,Halal Tourism and Pilgrimage,Sharia Economic Applied Research and Training (SMART) Insight,Mimma Maripatul Uula; Ihsanul Ikhwan,10.58968/htp.v2i2.177,https://doi.org/10.58968/htp.v2i2.177,0,China halal tourism,True
en,strict,both,A_双边_文旅核心,"AN APPROACH FOR PRESERVING OTTOMAN CULTURAL HERITAGE UNDER THREAT IN YEMEN: A CASE STUDY "" THE OLD CITY OF SANA'A""",2022,journal-article,期刊论文,Journal of Islamic Architecture,Maulana Malik Ibrahim State Islamic University,Yahya Abdullah Alamri; Betül EKİMCİ; Mehmet İNCEOĞLU,10.18860/jia.v7i1.13048,https://doi.org/10.18860/jia.v7i1.13048,3,China Yemen cultural heritage,True
en,strict,both,B_双边_弱文旅,CHINA-PAKISTAN ECONOMIC CORRIDOR AND GEOSTRATEGIC DEVELOPMENT IN THE MIDDLE EAST,2022,journal-article,期刊论文,Journal of Pakistan-China Studies (JPCS),"China Study Center, University of Peshawar",Huang Minxing Minxing; Muaaz Sayed,10.55733/jpcs.v3i1.50,https://doi.org/10.55733/jpcs.v3i1.50,4,China Middle East tourism,True
en,strict,both,B_双边_弱文旅,China and Gulf Cooperation Council Countries: From Economic Deals to Strategic Partnerships,2022,journal-article,期刊论文,Vestnik RUDN. International Relations,Peoples' Friendship University of Russia,Elena M. Savicheva; Ammar M. Brebdane; Igor V. Ryzhov,10.22363/2313-0660-2022-22-1-180-196,https://doi.org/10.22363/2313-0660-2022-22-1-180-196,12,China Gulf tourism,True
en,strict,both,B_双边_弱文旅,China in Early Arabic and Persian Accounts: A Literary and Cultural Approach,2022,book-chapter,图书章节,"O Ty, z jakiejkolwiek przychodzisz krainy, przeczytaj opowiedzianą pieśń… Księga jubileuszowa profesor Jolanty Sierakowskiej-Dyndo",University of Warsaw Press,Mirosław Michalak,10.31338/uw.9788323587521.pp.226-238,https://doi.org/10.31338/uw.9788323587521.pp.226-238,0,China Arabic tourism,False
en,strict,both,A_双边_文旅核心,China&amp;apos;s Digital Silk Road,2022,journal-article,期刊论文,Problemy dalnego vostoka,The Russian Academy of Sciences,Leonid A. Gamza,10.31857/s013128120019578-6,https://doi.org/10.31857/s013128120019578-6,2,Silk Road tourism China,True
en,strict,both,B_双边_弱文旅,"China, the Middle East, and the Belt and Road Initiative",2022,book-chapter,图书章节,"Security, Development and Sustainability in Asia",World Scientific,Nader Habibi,10.1142/9789811258220_0020,https://doi.org/10.1142/9789811258220_0020,1,China Middle East tourism,False
en,strict,both,A_双边_文旅核心,How Jihadists Travel: The Clandestine Migration of Chinese Transnational Fighters to Syria,2022,journal-article,期刊论文,Studies in Conflict &amp; Terrorism,Informa UK Limited,Xiaoyu Lu,10.1080/1057610x.2022.2130738,https://doi.org/10.1080/1057610x.2022.2130738,0,Chinese Syria tourism,False
en,strict,both,B_双边_弱文旅,"Iran, China and the Persian Gulf: An unfolding engagement",2022,journal-article,期刊论文,Global Policy,Wiley,Mohsen Shariatinia; Hamed A. Kermani,10.1111/1758-5899.13122,https://doi.org/10.1111/1758-5899.13122,4,China Gulf tourism,True
en,strict,both,B_双边_弱文旅,Iraq between the opportunity and challenges of the Chinese Belt and Road Initiative,2022,journal-article,期刊论文,Journal of Anbar University for Law and Political Sciences,University of Anbar,Muhammad Daham Kurdi; Ammar Saleh Mahawesh,10.37651/aujlps.2023.177015,https://doi.org/10.37651/aujlps.2023.177015,0,Chinese Iraq tourism,False
en,strict,both,B_双边_弱文旅,Islamic Finance in China: Current Landscape and Future Forward,2022,journal-article,期刊论文,The Journal of Muamalat and Islamic Finance Research,Universiti Sains Islam Malaysia,Yan Hao; Mohamed Hisham Haji Yahya; Malisah Latip; Muhammad Hafiz Ali,10.33102/jmifr.v19i2.464,https://doi.org/10.33102/jmifr.v19i2.464,0,China Islamic tourism,True
en,strict,both,B_双边_弱文旅,Judicial Cooperation as Belt and Road Initiative (BRI) Transnational Dispute Settlement Order,2022,journal-article,期刊论文,European Journal of East Asian Studies,Walter de Gruyter GmbH,Salim Yaacoub; Carrie (Shu) Shang,10.1163/15700615-02103005,https://doi.org/10.1163/15700615-02103005,0,Belt and Road cultural cooperation,True
en,strict,both,B_双边_弱文旅,Learning Arabic language in China: Investigation on instrumental and integrative motivations of Chinese Arabic learners,2022,journal-article,期刊论文,Technium Social Sciences Journal,PLUS COMMUNICATION CONSULTING SRL,Yousef Ali Ahmed Al-Nahdi; Shuo Zhao,10.47577/tssj.v27i1.5369,https://doi.org/10.47577/tssj.v27i1.5369,3,China Arabic tourism,True
en,strict,both,A_双边_文旅核心,TOURISM OPPORTUNITIES FOR KAZAKHSTAN ON THE GREAT SILK ROAD,2022,journal-article,期刊论文,History of the Homeland,Ch.Ch. Valikhanov Institute of History and Ethnology,"Alikhan Bokeikhan University, Semey, Kazakhstan; M. Kanatuly; A.S. Adilbayeva; Alikhan Bokeikhan University, Semey, Kazakhstan; K. Ercilasun; Ankara Haci Bayram Veli University, Ankara, Turkey",10.51943/1814-6961_2022_2_237,https://doi.org/10.51943/1814-6961_2022_2_237,0,Silk Road tourism China,True
en,strict,both,A_双边_文旅核心,The Arab-China Communication: From the Silk Road to the Dialogue of Philosophy,2022,journal-article,期刊论文,Chinese and Arab Studies,Walter de Gruyter GmbH,Taha Jazza,10.1515/caas-2022-2016,https://doi.org/10.1515/caas-2022-2016,0,China Arab tourists,True
en,strict,both,A_双边_文旅核心,The COVID-19 Pandemic and its Impact on Islamic Tourism in Malaysia,2022,journal-article,期刊论文,The Journal of Muamalat and Islamic Finance Research,Universiti Sains Islam Malaysia,Muhammad Syukri Mohd Ashmir Wong; Mohd Zaid Daud; Nur Hafizah Harun,10.33102/jmifr.v19i1.406,https://doi.org/10.33102/jmifr.v19i1.406,2,China Islamic tourism,True
en,strict,both,B_双边_弱文旅,Academic Exchange Programs between China and the Arab Region: A Means of Cultural Harmony or Indirect Chinese Influence?,2021,journal-article,期刊论文,Arab Studies Quarterly,Pluto Journals,Mohamad Zreik,10.13169/arabstudquar.43.2.0172,https://doi.org/10.13169/arabstudquar.43.2.0172,25,China Arab cultural exchange,True
