query_language,title,year,venue,authors,doi,openalex_url,matched_keywords,relation_sides,cited_by_count,type
ar,معوقات الحج إلى بيت الله الحرام في العصور الاسلامية,2017,Journal of Education College Wasit University,جواد كاظم النصرالله; انتصار عدنان العواد,10.31185/eduj.vol1.iss28.15,https://openalex.org/W2799530835,['الحج'],arab,0,article
ar,"مشارکة القنوات الفضائیة المصریة فی دعم التنمیة السیاحیة بعد أحداث ثورة 25 ینایر ""دراسة مقارنة""",2011,مجلة البحوث الإعلامیة,إیمان عز الدین محمد دوابه,10.21608/jsb.2011.64394,https://openalex.org/W2995883055,['التنمية السياحية'],arab,0,article
ar,مساهمــــــة ترقية المتاحف في النهوض بالسياحـــــة في الجــــــــزائر دراسة حالة المتحف الجهوي للمجاهد- العقيد محمد شعباني بسكرة,2016,مجلة الباحث الإقتصادي,وسيلة السبتي; لطيفة السبتي,,https://openalex.org/W2798155800,"['المتاحف', 'المتحف']",arab,0,article
ar,العرف المغولي وانعكاساته على المجتمع العراقي,2022,journal of the college of basic education,أ. م. د. عباس عبد الستار عبد القادر الزهاوي,10.35950/cbej.v19i80.7733,https://openalex.org/W4399147799,['طريق الحرير'],arab,0,article
ar,التنمية السياحة المستدامة وواقع السياسة الصحراوية في الجزائر,2021,مجلة العلوم الإنسانية,بلقاسم بن علال; بورداش شهرزاد; مريم شعنبي,10.35395/1728-008-002-049,https://openalex.org/W4293128416,['السياحة المستدامة'],arab,0,article
ar,التعاون السياحي بين العراق والدول العربية والاقليمية والاجنبية 1963 – 1968,2022,Journal of Kufa Studies Center,فؤاد العميدي; بهاء عبد الله,10.36322/jksc.v1i67.10701,https://openalex.org/W4311112453,"['التعاون السياحي', 'صناعة السياحة']",arab,0,article
ar,اللغة الإنسانية بين التراث العربي وتشومسكي,2020,دراسات,أسماء بن منصور,10.34118/0136-000-085-010,https://openalex.org/W3110808052,['التراث'],arab,0,article
ar,مقدمة,2013,Centre français de recherche de la péninsule Arabique eBooks,‛Abd al-‛Azīz Ḥamūd Al-Jandārī; Audrey Peli,10.4000/books.cefas.1202,https://openalex.org/W4231697134,['المتحف'],arab,0,book-chapter
ar,الطعام المحلى کعامل محفز لسیاحة الغذاء فی صناعة الفنادق المصریة,2020,مجلة کلية السياحة والفنادق - جامعة مدينة السادات,محمد زهری; نورهان محمد,10.21608/mfth.2020.105179,https://openalex.org/W3047116965,['السائحين'],arab,0,article
ar,الوظائف التنموية للجهاز المصرفي وانعكاساتها على مسار التنمية السياحية المستدامة في العراق,2020,Iraqi Journal of Economic Sciences,أ.م.د وفاء جعفر امين; م.م نسرين غالي,10.31272/ijes.2019.62.5,https://openalex.org/W3012629311,['التنمية السياحية'],arab,0,article
ar,دراسة أثرية لغوية لأوانى كانوبية من عصر الدولة الوسطى لـلمدعو NDm,2023,مجلة الإتحاد العام للآثاريين العرب,نبيل مختار الفار,10.21608/jguaa.2023.174943.1277,https://openalex.org/W4315488878,['المتحف'],arab,0,article
ar,تجارب رائدة في مجال السياحة البيئية: الإمارات العربية المتحدة أنموذجا,2019,Route Educational and Social Science Journal,الباحثة كوندة سلمى,10.17121/ressjournal.1730,https://openalex.org/W2908638262,['السياحة البيئية'],arab,0,article
ar,الآثار الغيبية في الشعر بين الجاهلية والإسلام,2010,DOAJ (DOAJ: Directory of Open Access Journals),ضياء علي عبد الرضا,,https://openalex.org/W2560310553,['الآثار'],arab,0,article
ar,"الآثار الاقتصادية لتحويلات السودانيين العاملين بالخارج ""1977-2000""",2022,مجلة الدراسات المالية والمحاسبية والإدارية,عبدالمنعم محمد الطيب حمد النيل,10.35392/1772-009-002-061,https://openalex.org/W4411881158,['الآثار'],arab,0,article
ar,السياحة,2013,Presses de l’Ifpo eBooks,مريم عبابسة; ايزابل كروزل; نوريغ نفو,10.4000/books.ifpo.7779,https://openalex.org/W4251479770,['السياحة'],arab,0,book-chapter
ar,تحليل سوسيو- اقتصادي لأثر الموسمية على التنمية السياحية المستدامة في الأقاليم السياحية الجزائرية -دراسة حالة إقليم جيجل السياحي-,2020,المشكاة في الاقتصاد التنمية و القانون,صفية درويش; عبد الحفيظ مسكين; فتحية غريبي,,https://openalex.org/W3116394063,"['التنمية السياحية', 'السياحية']",arab,0,article
ar,دراسة مقارنة في مسيرة التنمية بين الأدبين الصيني والعربي القديمين,2020,Al-Adab Journal,Yanglu Li,10.31973/aj.v0i134.745,https://openalex.org/W4239909285,['الصين والعالم العربي'],both,1,article
ar,التناص في كتب أدب الرحلات في القرن الرابع الهجري,2024,المجلة العلمیة لکلیة الآداب-جامعة دمياط,علياء جمدي جابر محمد الصعيدي,10.21608/artdau.2024.215185.1178,https://openalex.org/W4399288293,['الرحلات'],arab,0,article
ar,توظیف الخامات المحلیة فی تصمیم الأثاث بمنطقة الأهوار فی جنوب العراق,2021,مجلة العمارة والفنون والعلوم الإنسانية,عامرة فائق خضیر; محمد حسن امام; اشرف حسین,10.21608/mjaf.2021.50794.2076,https://openalex.org/W3119207538,['الموروث الثقافي'],arab,0,article
ar,- السياحة الدينية فى مصر فى العصر الرومانى: دراسة وثائقية,2026,مجلة الدراسات الأفريقية,د. سندس أحمد السيد,10.21608/mafs.2026.512410,https://openalex.org/W7166862869,['السياحة الدينية'],arab,0,article
ar,الازمة السياسية التركية-الروسية عام (2015) وأثرها على النشاط السياحي التركي ((دراسة في الجغرافية السياحية)),2022,مجلة واسط للعلوم الانسانية,رافد صالح مهدي,10.31185/.vol15.iss44.308,https://openalex.org/W4367157380,['صناعة السياحة'],arab,0,article
ar,السياحة في الجزائر ومتطلبات تنميتها,2019,مجلة الدراسات القانونية والاقتصادية,قبايلي محمد,,https://openalex.org/W3138705623,['السياحة'],arab,0,article
ar,اتجاهات التنمية السياحية في محافظتي الكرك والطفيلة – المملكة الأردنية الهاشمية,2024,مجلة کلية السياحة والفنادق جامعة المنصورة,محمد فاضل المحاسنة; بشار محمد النجداوي; اسامة الغصاونة الرواشده; مي منير علي,10.21608/mkaf.2024.363697,https://openalex.org/W4400384515,['التنمية السياحية'],arab,0,article
ar,الرحلات النيلية في مصر في القرنين التاسع عشر و العشرين,2024,مجلة کلية السياحة والفنادق - جامعة مدينة السادات,أحمد محمد علي غباشي; شيماء عبد التواب سيد,10.21608/mfth.2024.409326,https://openalex.org/W4407067309,"['الرحلات', 'السائحين']",arab,0,article
ar,""" صياغة بعض الأغاني الشعبية الكويتية بمصاحبة كونترابنطية للاستفادة منها لدارسي قسم التربية الموسيقية بكلية التربية الأساسية بدولة الكويت",2019,Buḥūṯ fi Al-Tarbiyyaẗ Al-Nawʿiyyaẗ - Ǧāmiʿaẗ Al-Qāhirah/Buḥūṯ fi Al-Tarbiyyaẗ Al-Nawʿiyyaẗ - Ǧāmiʿaẗ Al-Qāhiraẗ,,10.21608/bedcu.2019.290034,https://openalex.org/W4324004502,['السفر'],arab,0,article
ar,معايير علم لغة النص مقاربة نسقية,2013,Journal of Arabic Language and Literature,هاتف بريهي شياع,10.36318/jall/2013/v1.i17.6668,https://openalex.org/W97090439,['الموروث الثقافي'],arab,0,article
ar,دور التنمية السياحية المستدامة في ترقية السياحة الصحراوية في الجزائر,2016,مجلة التنمية الاقتصادية,دي هاجر; لعلام لامية,,https://openalex.org/W2788589645,"['التنمية السياحية', 'السياحة الصحراوية']",arab,0,article
ar,تمثال كتلة من العصر الصاوي المتحف المصري بالقاهرة JE 37434,2024,مجلة کلية السياحة والفنادق - جامعة مدينة السادات,نهى شلبي; دينا الجابرى,10.21608/mfth.2024.406858,https://openalex.org/W4407067258,['المتحف'],arab,0,article
ar,دور لغة الجسم في تسويق الخدمة السياحية,2016,Al-Ghary Journal of Economic and Administrative Sciences,مؤيد عبد الحسين الفضل; كريم حاتم جاسم سبتي,10.36325/ghjec.v13i37.5690,https://openalex.org/W2584191819,"['السائح', 'السياحية']",arab,0,article
ar,التراث الأثری بالمغرب الشرقی فی خدمة التنمیة المستدامة,2011,The Conference Book of the General Union of Arab Archaeologists/The Conference Book of the General Union of Arab Archaeologists,Al Hassan Awragh,10.21608/cguaa.2011.34554,https://openalex.org/W2953411311,['السياحة الثقافية'],arab,0,conference-paper
ar,"التراث الأثري في الجزائر ""التحديات والحلول""",2018,مجلة المعارف للبحوث والدراسات التاريخية,قسيبة رشيد,,https://openalex.org/W3101846777,['التراث'],arab,0,article
