dim_ok,dim_tourism_level,title,year,type,type_label,venue,authors,doi,url,source_db,dim_cn,dim_ar,dim_tourism_strong,dim_tourism_weak
True,strong,Aviation liberalization as a means to promote international tourism: The EU–Morocco case,2013,journal-article,期刊论文,Journal of Air Transport Management,Frédéric Dobruszkes; Véronique Mondou,10.1016/j.jairtraman.2013.02.001,https://doi.org/10.1016/j.jairtraman.2013.02.001,crossref,china,morocco,tourism,
True,strong,COVID-19 impact and survival strategy in business tourism market: the example of the UAE MICE industry,2020,journal-article,期刊论文,Humanities and Social Sciences Communications,Asad A. Aburumman,10.1057/s41599-020-00630-8,https://doi.org/10.1057/s41599-020-00630-8,crossref,china,arab; dubai; emirates; emirati,destinations; hotels; tourism; travel; visitors,
True,strong,Antecedents of word of mouth in Muslim-friendly tourism marketing: the role of religiosity,2020,journal-article,期刊论文,Journal of Islamic Marketing,Abror Abror; Dina Patrisia; Okki Trinanda; Maznah Wan Omar; Yunia Wardi,10.1108/jima-01-2020-0006,https://doi.org/10.1108/jima-01-2020-0006,crossref,china,halal; muslim,destination; hotel; tourism; tourism industry; tourist; tourists,
True,strong,"Value orientations and heritage tourism management at Petra Archaeological Park, Jordan",2016,journal-article,期刊论文,Tourism Management,Mohammad M. Alazaizeh; Jeffrey C. Hallo; Sheila J. Backman; William C. Norman; Melissa A. Vogel,10.1016/j.tourman.2016.05.008,https://doi.org/10.1016/j.tourman.2016.05.008,crossref,china,jordan,archaeological; heritage; tourism,
True,strong,"Awareness of, beliefs about, practices of, and barriers to teledentistry among dental students and the implications for Saudi Arabia Vision 2030 and coronavirus pandemic",2020,article,,Journal of International Society of Preventive and Community Dentistry,KhalidT Aboalshamat,10.4103/jispcd.jispcd_183_20,,,china,arabia; makkah; muslim; saudi,hajj; umrah; visitors,
True,strong,Mass Beach Tourism and Economic Growth: Lessons from Tunisia,2011,journal-article,期刊论文,Tourism Economics,Isabel Cortés-Jiménez; Jean-Jacques Nowak; Mondher Sahli,10.5367/te.2011.0047,https://doi.org/10.5367/te.2011.0047,crossref,china,tunisia,tourism,
True,strong,Understanding Chinese tourists' food consumption in the United States,2016,journal-article,期刊论文,Journal of Business Research,Kaiyang Wu; Carola Raab; Wen Chang; Anjala Krishen,10.1016/j.jbusres.2016.04.018,https://doi.org/10.1016/j.jbusres.2016.04.018,crossref,chinese,arab,tourists,
True,strong,"China's outbound tourism – Stages, policies and choices",2017,journal-article,期刊论文,Tourism Management,Bin Dai; Yiyi Jiang; Liqiong Yang; Yiliang Ma,10.1016/j.tourman.2016.03.009,https://doi.org/10.1016/j.tourman.2016.03.009,crossref,china; chinese,middle east,tourism,
True,strong,What works and what does not work in response to COVID-19 prevention and control in Africa,2020,article,,International Journal of Infectious Diseases,Erigene Rutayisire; Gerard Nkundimana; Kabwebwe Honoré Mitonga; Alex Boye; Solange Nikwigize,10.1016/j.ijid.2020.06.024,,,china,algeria; egypt,tourism,
True,strong,"Sustainability of Tourism Development in Macao, China",2011,journal-article,期刊论文,International Journal of Tourism Research,Yim King Penny Wan; Xiangping Li,10.1002/jtr.873,https://doi.org/10.1002/jtr.873,crossref,china; macao,arab,tourism; visitor,
True,strong,Tourism and poverty reduction: Empirical evidence from China,2019,journal-article,期刊论文,Tourism Economics,Lei Zhao; Xin Xia,10.1177/1354816619863266,https://doi.org/10.1177/1354816619863266,crossref,china; chinese,arab,tourism,
True,strong,“LuXurY” hotel loyalty – a comparison of Chinese Gen X and Y tourists to Macau,2015,journal-article,期刊论文,International Journal of Contemporary Hospitality Management,Fiona X. Yang; Virginia M.C. Lau,10.1108/ijchm-06-2014-0275,https://doi.org/10.1108/ijchm-06-2014-0275,crossref,chinese; macau,arab,hospitality; hotel; tourism; tourists,
True,strong,Impact of cultural distance on international destination choices: The case of Chinese outbound travelers,2017,journal-article,期刊论文,International Journal of Tourism Research,Juan Bi; Xinran Y. Lehto,10.1002/jtr.2152,https://doi.org/10.1002/jtr.2152,crossref,china; chinese,arab,destination; destinations; tourism; tourist; tourists; travelers,
True,strong,Islamic Arab hospitality and multiculturalism,2013,journal-article,期刊论文,Marketing Theory,Rana Sobh; Russell W. Belk; Jonathan A. J. Wilson,10.1177/1470593113499695,https://doi.org/10.1177/1470593113499695,crossref,china,arab; emirates; islamic; qatar,hospitality; visitors,
True,strong,Drug tourism motivation of Chinese outbound tourists: Scale development and validation,2018,journal-article,期刊论文,Tourism Management,Jun Wen; Fang Meng; Tianyu Ying; Hongxia Qi; Tim Lockyer,10.1016/j.tourman.2017.08.001,https://doi.org/10.1016/j.tourman.2017.08.001,crossref,chinese,arab,tourism; tourists,
True,strong,"When China Ruled the Seas: The Treasure Fleet of the Dragon Throne, 1405–1433",2014,book,,,Louise E. Levathes,,,,beijing; china; chinese,arab; persian gulf,travel,
True,strong,Application of UTCI in China from tourism perspective,2016,journal-article,期刊论文,Theoretical and Applied Climatology,Quansheng Ge; Qinqin Kong; Jianchao Xi; Jingyun Zheng,10.1007/s00704-016-1731-z,https://doi.org/10.1007/s00704-016-1731-z,crossref,china,arab,tourism,
True,strong,"Understanding the importance of food tourism to Chongqing, China",2015,journal-article,期刊论文,Journal of Vacation Marketing,Qian Chen; Rong Huang,10.1177/1356766715589427,https://doi.org/10.1177/1356766715589427,crossref,china,arab,destination; tourism; tourists; travel,
True,strong,Wine tourism phenomena in China: an emerging market,2013,journal-article,期刊论文,International Journal of Contemporary Hospitality Management,Hanqin Zhang Qiu; Jingxue (Jessica) Yuan; Ben Haobin Ye; Kam Hung,10.1108/ijchm-06-2012-0087,https://doi.org/10.1108/ijchm-06-2012-0087,crossref,china; chinese,arab,cuisine; destinations; tourism; tourists; travel,
True,strong,"Responsible tourism in Bangkok, Thailand: Resident perceptions of Chinese tourist behaviour",2018,journal-article,期刊论文,International Journal of Tourism Research,Jian Gong; Pornpen Detchkhajornjaroensri; David W. Knight,10.1002/jtr.2256,https://doi.org/10.1002/jtr.2256,crossref,china; chinese,arab,destination; tourism; tourist,
True,strong,Social responsibility and reputation influences on the intentions of Chinese Huitang Village tourists,2015,journal-article,期刊论文,International Journal of Contemporary Hospitality Management,Lujun Su; Scott R. Swanson; Xiaohong Chen,10.1108/ijchm-06-2014-0305,https://doi.org/10.1108/ijchm-06-2014-0305,crossref,china; chinese,arab,hospitality; leisure; tourism; tourists,
True,strong,"Arabs, the west and public relations: A critical/cultural study of Arab cultural values",2011,journal-article,期刊论文,Public Relations Review,Ali Al-Kandari; T. Kenn Gaither,10.1016/j.pubrev.2011.04.002,https://doi.org/10.1016/j.pubrev.2011.04.002,crossref,china,arab; arabs,cultural exchange,
True,strong,Exploring Chinese Outbound Tourist Shopping: A Social Practice Framework,2019,journal-article,期刊论文,Journal of Travel Research,Haipeng Jin; Gianna Moscardo; Laurie Murphy,10.1177/0047287519826303,https://doi.org/10.1177/0047287519826303,crossref,china; chinese,arab,destinations; tourism; tourist; tourists; travel,
True,strong,Cultural connectedness and visitor segmentation in diaspora Chinese tourism,2017,journal-article,期刊论文,Tourism Management,David B. Weaver; Anna Kwek; Ying Wang,10.1016/j.tourman.2017.06.028,https://doi.org/10.1016/j.tourman.2017.06.028,crossref,chinese,arab,tourism; visitor,
True,strong,AI-enabled technologies to assist Muslim tourists in Halal-friendly tourism,2022,journal-article,期刊论文,Journal of Islamic Marketing,Mohamed Battour; Khalid Mady; Mohamed Salaheldeen; Mohamed Elsotouhy; Israa Elbendary; Erhan Boğan,10.1108/jima-01-2022-0001,https://doi.org/10.1108/jima-01-2022-0001,crossref,china,halal; muslim,tourism; tourists; travellers,
True,strong,"RETRACTED ARTICLE: Triangular nexus between foreign direct investment, international tourism, and energy consumption in the Chinese economy: accounting for environmental quality",2019,journal-article,期刊论文,Environmental Science and Pollution Research,Edmund Ntom Udemba,10.1007/s11356-019-05542-y,https://doi.org/10.1007/s11356-019-05542-y,crossref,chinese,arab,tourism,
True,weak,Pax Indica: India and the World of the 21st Century,2012,article,,INDIAN FOREIGN AFFAIRS JOURNAL,Kanwal Sibal,,,,china,arab; arabs,,economic cooperation
True,strong,Modeling and Forecasting Chinese Outbound Tourism: An Econometric Approach,2015,journal-article,期刊论文,Journal of Travel &amp; Tourism Marketing,Vera Shanshan Lin; Anyu Liu; Haiyan Song,10.1080/10548408.2014.986011,https://doi.org/10.1080/10548408.2014.986011,crossref,chinese,arab,tourism,
True,strong,Segmenting Chinese Outbound Tourists by Perceived Constraints,2011,journal-article,期刊论文,Journal of Travel &amp; Tourism Marketing,Mimi Li; Hanqin Zhang; Iris Mao; Claire Deng,10.1080/10548408.2011.598747,https://doi.org/10.1080/10548408.2011.598747,crossref,chinese,arab,tourists,
True,strong,"Understanding travel motivations of Chinese tourists visiting Cairns, Australia",2014,journal-article,期刊论文,Journal of Hospitality and Tourism Management,Yahua Zhang; Yiqian Peng,10.1016/j.jhtm.2014.07.001,https://doi.org/10.1016/j.jhtm.2014.07.001,crossref,chinese,arab,tourists; travel,
True,strong,"Tourism-Induced Livelihood Changes at Mount Sanqingshan World Heritage Site, China",2016,journal-article,期刊论文,Environmental Management,Ming Ming Su; Geoffrey Wall; Kejian Xu,10.1007/s00267-016-0672-8,https://doi.org/10.1007/s00267-016-0672-8,crossref,china,arab,heritage; tourism; world heritage,
True,strong,"Residents’ Perceptions and Satisfaction toward Tourism Development: A Case Study of Petra Region, Jordan",2019,journal-article,期刊论文,Sustainability,Moayad Mohammad Alrwajfah; Fernando Almeida-García; Rafael Cortés-Macías,10.3390/su11071907,https://doi.org/10.3390/su11071907,crossref,china,jordan,tourism; tourist,
True,strong,Sentiment analysis of online destination image of Hong Kong held by mainland Chinese tourists,2021,journal-article,期刊论文,Current Issues in Tourism,Qiumin Jiang; Chung-Shing Chan; Sarah Eichelberger; Hang Ma; Birgit Pikkemaat,10.1080/13683500.2021.1874312,https://doi.org/10.1080/13683500.2021.1874312,crossref,chinese; hong kong,arab,destination; tourists,
True,strong,A brand culture approach to Chinese cultural heritage brands,2015,journal-article,期刊论文,Journal of Brand Management,Jonathan Schroeder; Janet Borgerson; Zhiyan Wu,10.1057/bm.2015.12,https://doi.org/10.1057/bm.2015.12,crossref,chinese,arab,heritage,
True,strong,Importation of yellow fever into China: assessing travel patterns,2017,journal-article,期刊论文,Journal of Travel Medicine,Annelies Wilder-Smith; W. Y. Leong,10.1093/jtm/tax008,https://doi.org/10.1093/jtm/tax008,crossref,china,arab,travel,
True,strong,Evaluation of the Integration Policy in China: Does the Integration of Culture and Tourism Promote Tourism Development?,2022,journal-article,期刊论文,Annals of Tourism Research,Yu Jin; Haonan Xi; Xuhui Wang; Xin Ren; Libin Yuan,10.1016/j.annals.2022.103491,https://doi.org/10.1016/j.annals.2022.103491,crossref,china,arab,tourism,
True,strong,A model of tourists’ civilized behaviors: Toward sustainable coastal tourism in China,2020,journal-article,期刊论文,Journal of Destination Marketing &amp; Management,Jia Liu; Keke An; SooCheong (Shawn) Jang,10.1016/j.jdmm.2020.100437,https://doi.org/10.1016/j.jdmm.2020.100437,crossref,china,arab,tourism; tourists,
True,strong,Aging in Saudi Arabia,2016,journal-article,期刊论文,Gerontology and Geriatric Medicine,Nancy J. Karlin; Joyce Weil; Wejdan Felmban,10.1177/2333721415623911,https://doi.org/10.1177/2333721415623911,crossref,china,arabia; saudi,tourists,
True,strong,Cultural Antecedents of Green Entrepreneurship in Saudi Arabia: An Institutional Approach,2020,journal-article,期刊论文,Sustainability,Wafa Alwakid; Sebastian Aparicio; David Urbano,10.3390/su12093673,https://doi.org/10.3390/su12093673,crossref,china,arabia; saudi,heritage,
True,strong,"Environmental degradation, economic growth and tourism development in Chinese regions",2021,journal-article,期刊论文,Environmental Science and Pollution Research,Yu Teng; Adam Cox; Ioannis Chatziantoniou,10.1007/s11356-021-12567-9,https://doi.org/10.1007/s11356-021-12567-9,crossref,chinese,arab,tourism,
True,strong,Understanding Chinese cultural tourists: typology and profile,2017,journal-article,期刊论文,Journal of Travel &amp; Tourism Marketing,Ganghua Chen; Songshan (Sam) Huang,10.1080/10548408.2017.1350253,https://doi.org/10.1080/10548408.2017.1350253,crossref,chinese,arab,tourists,
True,strong,Managing intangible cultural heritage in the context of tourism: Chinese officials’ perspectives,2019,journal-article,期刊论文,Journal of Tourism and Cultural Change,Junjie Su,10.1080/14766825.2019.1604720,https://doi.org/10.1080/14766825.2019.1604720,crossref,chinese,arab,heritage; intangible cultural heritage; tourism,
True,strong,China’s Stadium Diplomacy,2012,article,,World Policy Journal,Rachel Will,10.1177/0740277512451487,,,beijing; china; chinese; chinese mainland; prc; shanghai,arabia; cairo; damascus; saudi; syria; syrian,museum; tourism,free trade
True,strong,Assessing servicescape of cruise tourism: the perception of Chinese tourists,2017,journal-article,期刊论文,International Journal of Contemporary Hospitality Management,Jiaying Lyu; Liang Hu; Kam Hung; Zhenxing Mao,10.1108/ijchm-04-2016-0216,https://doi.org/10.1108/ijchm-04-2016-0216,crossref,chinese,arab,cruise; tourism; tourists; tours,
True,strong,Developing a typology of diaspora tourists: Return travel by Chinese immigrants in North America,2016,journal-article,期刊论文,Tourism Management,Tingting Elle Li; Bob McKercher,10.1016/j.tourman.2016.04.001,https://doi.org/10.1016/j.tourman.2016.04.001,crossref,chinese,arab,tourists; travel,
True,strong,Ethnic tourism in China: tourism-related (dis)empowerment of Miao villages in Hunan province,2021,journal-article,期刊论文,Tourism Geographies,Bei Tian; Arie Stoffelen; Frank Vanclay,10.1080/14616688.2021.1938657,https://doi.org/10.1080/14616688.2021.1938657,crossref,china,arab,tourism,
True,strong,The Relationship Between Digital Media and Marketing Medical Tourism Destinations in Jordan: Facebook Perspective,2019,book-chapter,图书章节,Advances in Intelligent Systems and Computing,Mahmoud Alghizzawi; Mohammed Habes; Said A. Salloum,10.1007/978-3-030-31129-2_40,https://doi.org/10.1007/978-3-030-31129-2_40,crossref,china,jordan,destinations; tourism,
True,strong,SEASONAL LIFESTYLE TOURISM: The CASE OF CHINESE ELITES,2013,journal-article,期刊论文,Annals of Tourism Research,Noel B. Salazar; Yang Zhang,10.1016/j.annals.2013.04.002,https://doi.org/10.1016/j.annals.2013.04.002,crossref,chinese,arab,tourism,
True,strong,Gender differences in activity and travel behavior in the Arab world,2015,journal-article,期刊论文,Transport Policy,Wafa Elias; Julian Benjamin; Yoram Shiftan,10.1016/j.tranpol.2015.07.001,https://doi.org/10.1016/j.tranpol.2015.07.001,crossref,china,arab,travel,
